record_type,unit_id,global_morans_i,global_permutation_p,local_morans_i,local_raw_p,local_bh_q,local_class,island,n_effective,permutations,random_seed
local_moran,Ketu_North,,,1.71278943055931,0.0175,0.121041666666667,NS,False,,9999,20260822
local_moran,Ketu_South,,,0.0912333738374876,0.1076,0.307854545454545,NS,False,,9999,20260822
local_moran,Kintampo_North_Municipal,,,0.15388237547761,0.0225,0.147434210526316,NS,False,,9999,20260822
local_moran,Kintampo_South,,,0.450908337516961,0.0093,0.0763064516129032,NS,False,,9999,20260822
local_moran,Komenda_Edina_Eguafo_Abirem_Municipal,,,-0.0358787197848529,0.3834,0.449242325581395,NS,False,,9999,20260822
local_moran,Kpandai,,,1.20491554388309,0.0163,0.115962857142857,NS,False,,9999,20260822
local_moran,Kpando_Municipal,,,1.55580136209044,0.0197,0.132575675675676,NS,False,,9999,20260822
local_moran,Kpone_Katamanso,,,0.00880588675832518,0.346,0.449242325581395,NS,False,,9999,20260822
local_moran,Krachi_East_Municipal,,,-0.0145033061163171,0.1926,0.335892413793103,NS,False,,9999,20260822
local_moran,Krachi_Nchumuru,,,0.0969617716324669,0.4319,0.466660344827586,NS,False,,9999,20260822
local_moran,Krachi_West,,,-0.118419700099362,0.239,0.387243506493506,NS,False,,9999,20260822
local_moran,Kumbungu,,,-0.000151089085069814,0.3839,0.449242325581395,NS,False,,9999,20260822
local_moran,Kwabre_East,,,0.17481968148102,0.1697,0.324814925373134,NS,False,,9999,20260822
local_moran,Kwadaso_Municipal,,,0.175220468669223,0.1651,0.324814925373134,NS,False,,9999,20260822
local_moran,Kwaebibirem,,,0.177136076781456,0.156,0.324814925373134,NS,False,,9999,20260822
local_moran,Kwahu_Afram_Plains_North,,,2.29927539150119,0.0005,0.00889285714285714,HH,False,,9999,20260822
local_moran,Kwahu_Afram_Plains_South,,,4.547726812013,0.0003,0.00679090909090909,HH,False,,9999,20260822
local_moran,Kwahu_East,,,0.830765835088167,0.0481,0.216096428571429,NS,False,,9999,20260822
local_moran,Kwahu_South,,,0.285726356484043,0.0638,0.244403076923077,NS,False,,9999,20260822
local_moran,Kwahu_West,,,-0.0153660413171634,0.4246,0.466660344827586,NS,False,,9999,20260822
local_moran,La_Dade_Kotopon,,,0.00528610423041602,0.3783,0.449242325581395,NS,False,,9999,20260822
local_moran,La_Nkwantanang_Madina,,,0.00457797319046635,0.4308,0.466660344827586,NS,False,,9999,20260822
local_moran,Lambussie_Karni,,,0.459212395979587,0.059,0.235561904761905,NS,False,,9999,20260822
local_moran,Lawra,,,1.47289647795464,0.0279,0.165407142857143,NS,False,,9999,20260822
local_moran,Ledzokuku_Municipal,,,0.00536556037209811,0.3827,0.449242325581395,NS,False,,9999,20260822
local_moran,Lower_Manya,,,0.0791500639071471,0.125,0.315630555555556,NS,False,,9999,20260822
local_moran,Mampong_Municipal,,,0.681498072448841,0.038,0.208422222222222,NS,False,,9999,20260822
local_moran,Mamprugu_Moagduri,,,0.65005390354271,0.0256,0.155473170731707,NS,False,,9999,20260822
local_moran,Mfantseman_Municipal,,,0.0252036947798335,0.3083,0.433710169491525,NS,False,,9999,20260822
local_moran,Mion,,,0.0046363544773917,0.4217,0.466660344827586,NS,False,,9999,20260822
local_moran,Mpohor,,,0.000344284967194585,0.4479,0.474583404255319,NS,False,,9999,20260822
local_moran,Nabdam,,,-0.79725634922723,0.0123,0.0928090909090909,NS,False,,9999,20260822
local_moran,Nadowli_Kaleo,,,0.476672874542981,0.0297,0.169206818181818,NS,False,,9999,20260822
local_moran,Nandom,,,1.17228838172324,0.0452,0.208422222222222,NS,False,,9999,20260822
local_moran,Nanton,,,0.116872366005419,0.4281,0.466660344827586,NS,False,,9999,20260822
local_moran,Nanumba_North,,,0.211741986721121,0.294,0.423156069364162,NS,False,,9999,20260822
local_moran,Nanumba_South,,,0.843852871889051,0.0419,0.208422222222222,NS,False,,9999,20260822
local_moran,New_Juaben_North_Municipal,,,0.114693727502968,0.2351,0.385130921052632,NS,False,,9999,20260822
local_moran,New_Juaben_South_Municipal,,,0.0756191308106903,0.2799,0.412397041420118,NS,False,,9999,20260822
local_moran,Ningo_Prampram,,,0.131664812243785,0.2395,0.387243506493506,NS,False,,9999,20260822
local_moran,Nkoranza_North,,,0.657153147421792,0.0825,0.2853125,NS,False,,9999,20260822
local_moran,Nkoranza_South,,,-0.00187108623283314,0.3866,0.449242325581395,NS,False,,9999,20260822
local_moran,Nkwanta_North,,,1.41578118346684,0.0039,0.0441409090909091,LL,False,,9999,20260822
local_moran,Nkwanta_South_Municipal,,,1.49400198575595,0.0019,0.023655,LL,False,,9999,20260822
local_moran,North_Dayi,,,1.50219296347003,0.0148,0.108388235294118,NS,False,,9999,20260822
local_moran,North_East_Gonja,,,-0.0194330282212073,0.4801,0.484592307692308,NS,False,,9999,20260822
local_moran,North_Gonja,,,1.11444352155051,0.0596,0.235561904761905,NS,False,,9999,20260822
local_moran,North_Tongu,,,0.8172528768626,0.0252,0.155473170731707,NS,False,,9999,20260822
local_moran,Nsawam_Adoagyiri,,,0.0727112849563416,0.3595,0.449242325581395,NS,False,,9999,20260822
local_moran,Nzema_East,,,-0.00955777116559563,0.4196,0.466660344827586,NS,False,,9999,20260822
local_moran,Obuasi_East,,,0.183459966934298,0.1704,0.324814925373134,NS,False,,9999,20260822
local_moran,Obuasi_Municipal,,,0.182367884531546,0.1748,0.324814925373134,NS,False,,9999,20260822
local_moran,Offinso_Municipal,,,0.0629480314686561,0.2508,0.392762264150943,NS,False,,9999,20260822
local_moran,Offinso_North,,,0.11397398983698,0.165,0.324814925373134,NS,False,,9999,20260822
local_moran,Oforikrom_Municipal,,,0.183046700215321,0.1748,0.324814925373134,NS,False,,9999,20260822
local_moran,Okaikwei_North_Municipal,,,0.0130249420924014,0.335,0.448467741935484,NS,False,,9999,20260822
local_moran,Okere,,,-0.00522208276903505,0.418,0.466660344827586,NS,False,,9999,20260822
local_moran,Prestea_Huni_Valley,,,0.112177441813482,0.2586,0.393269090909091,NS,False,,9999,20260822
local_moran,Pru_East,,,-0.928845945289646,0.0046,0.0498,LH,False,,9999,20260822
local_moran,Pru_West,,,1.61444617057701,0.0731,0.260027142857143,NS,False,,9999,20260822
local_moran,Pusiga,,,6.27725507626131,0.0001,0.00276666666666667,LL,False,,9999,20260822
local_moran,Saboba,,,0.222466466392807,0.2308,0.380590728476821,NS,False,,9999,20260822
local_moran,Sagnerigu,,,0.418966397787947,0.3048,0.431222727272727,NS,False,,9999,20260822
local_moran,Savelugu,,,-0.105042172437614,0.1837,0.329074100719425,NS,False,,9999,20260822
local_moran,Sawla_Tuna_Kalba,,,0.68713941308125,0.0513,0.216503389830508,NS,False,,9999,20260822
local_moran,Sefwi_Akontombra,,,0.185133055753217,0.1535,0.324814925373134,NS,False,,9999,20260822
local_moran,Sefwi_Wiawso,,,0.178952489147734,0.099,0.306087804878049,NS,False,,9999,20260822
local_moran,Sekondi_Takoradi_Metropolis,,,0.00722601958526281,0.3739,0.449242325581395,NS,False,,9999,20260822
local_moran,Sekyere_Afram_Plains_North,,,8.99556578457168,0.0001,0.00276666666666667,HH,False,,9999,20260822
local_moran,Sekyere_Central,,,4.77914664090576,0.0007,0.01162,HH,False,,9999,20260822
local_moran,Sekyere_East,,,-0.128977906341418,0.2289,0.379974,NS,False,,9999,20260822
local_moran,Sekyere_Kumawu,,,1.84295637984735,0.0019,0.023655,HH,False,,9999,20260822
local_moran,Sekyere_South,,,-0.00959172264649538,0.4348,0.466660344827586,NS,False,,9999,20260822
local_moran,Sene_East,,,2.38199615836442,0.0011,0.0161117647058824,HH,False,,9999,20260822
local_moran,Sene_West,,,2.46283033482612,0.001,0.0155625,HH,False,,9999,20260822
local_moran,Shai_Osudoku,,,0.113482645167546,0.3046,0.431222727272727,NS,False,,9999,20260822
local_moran,Shama,,,-0.00125082444374034,0.4596,0.480497071129707,NS,False,,9999,20260822
local_moran,Sissala_East,,,1.26881456930716,0.0508,0.216503389830508,NS,False,,9999,20260822
local_moran,Sissala_West,,,0.196102497352379,0.2865,0.419638235294118,NS,False,,9999,20260822
local_moran,South_Dayi,,,1.19439508973065,0.0052,0.05395,NS,False,,9999,20260822
local_moran,South_Tongu,,,0.230491046514265,0.0692,0.256323529411765,NS,False,,9999,20260822
local_moran,Suaman,,,0.184441309185762,0.1696,0.324814925373134,NS,False,,9999,20260822
local_moran,Suame_Municipal,,,0.157693222969531,0.1829,0.329074100719425,NS,False,,9999,20260822
local_moran,Suhum_Municipal,,,0.153325800103201,0.1878,0.333589361702128,NS,False,,9999,20260822
local_moran,Sunyani_Municipal,,,0.519155439765871,0.1088,0.307854545454545,NS,False,,9999,20260822
local_moran,Sunyani_West,,,-0.175289325246233,0.1048,0.307002352941177,NS,False,,9999,20260822
local_moran,Tain,,,-0.092745194347186,0.0782,0.274250704225352,NS,False,,9999,20260822
local_moran,Talensi,,,-0.149007585967097,0.1812,0.329074100719425,NS,False,,9999,20260822
local_moran,Tamale_Metropolitan,,,-0.0889961581906423,0.1954,0.335892413793103,NS,False,,9999,20260822
local_moran,Tano_North_Municipal,,,0.441216851595286,0.0407,0.208422222222222,NS,False,,9999,20260822
local_moran,Tano_South_Municipal,,,0.401438406596408,0.1305,0.315630555555556,NS,False,,9999,20260822
local_moran,Tarkwa_Nsuaem,,,-0.00958978481831323,0.4198,0.466660344827586,NS,False,,9999,20260822
local_moran,Tatale_Sanguli,,,0.115434357660635,0.2772,0.41085,NS,False,,9999,20260822
local_moran,Techiman_Municipal,,,-0.0516922981525734,0.4152,0.466660344827586,NS,False,,9999,20260822
local_moran,Techiman_North,,,-0.177612453216549,0.2929,0.423156069364162,NS,False,,9999,20260822
local_moran,Tema_Metropolitan,,,0.00552672862369977,0.3768,0.449242325581395,NS,False,,9999,20260822
local_moran,Tema_West_Municipal,,,0.00552616463164039,0.3873,0.449242325581395,NS,False,,9999,20260822
local_moran,Tempane,,,4.98389293306101,0.0001,0.00276666666666667,LL,False,,9999,20260822
local_moran,Tolon,,,-0.157487615036547,0.2741,0.408688023952096,NS,False,,9999,20260822
local_moran,Twifo_Atti_Morkwa,,,0.18542100116539,0.0967,0.304788607594937,NS,False,,9999,20260822
local_moran,Twifo_Hemang_Lower_Denkyira,,,0.0647033028724319,0.3765,0.449242325581395,NS,False,,9999,20260822
local_moran,Upper_Denkyira_East_Municipal,,,0.184441293546251,0.1463,0.324814925373134,NS,False,,9999,20260822
local_moran,Upper_Denkyira_West,,,0.182022108631202,0.1271,0.315630555555556,NS,False,,9999,20260822
local_moran,Upper_Manya,,,0.346442318011434,0.024,0.153230769230769,NS,False,,9999,20260822
local_moran,Upper_West_Akim,,,0.0997574628756879,0.2591,0.393269090909091,NS,False,,9999,20260822
local_moran,Wa_East,,,0.252345168009601,0.1225,0.315630555555556,NS,False,,9999,20260822
local_moran,Wa_Municipal,,,0.206507979930149,0.4346,0.466660344827586,NS,False,,9999,20260822
local_moran,Wa_West,,,0.255238674905453,0.3635,0.449242325581395,NS,False,,9999,20260822
local_moran,Wassa_Amenfi_Central,,,0.121628689419851,0.2173,0.363138926174497,NS,False,,9999,20260822
local_moran,Wassa_Amenfi_East,,,0.184453807578682,0.1259,0.315630555555556,NS,False,,9999,20260822
local_moran,Wassa_Amenfi_West,,,0.112345953222299,0.2596,0.393269090909091,NS,False,,9999,20260822
local_moran,Wassa_East,,,0.0510848015366147,0.4014,0.458479816513761,NS,False,,9999,20260822
local_moran,Weija_Gbawe_Municipal,,,0.010724165690736,0.3324,0.447392432432432,NS,False,,9999,20260822
local_moran,Wenchi_Municipal,,,0.00659190413101782,0.1956,0.335892413793103,NS,False,,9999,20260822
local_moran,West_Akim,,,0.183930998015152,0.1513,0.324814925373134,NS,False,,9999,20260822
local_moran,West_Gonja,,,2.16857607493856,0.0299,0.169206818181818,NS,False,,9999,20260822
local_moran,West_Mamprusi_Municipal,,,0.0924554204799787,0.1735,0.324814925373134,NS,False,,9999,20260822
local_moran,Yendi_Municipal,,,0.00358045309334928,0.353,0.449242325581395,NS,False,,9999,20260822
local_moran,Yilo_Krobo,,,-2.07145711559522e-05,0.4646,0.480642323651452,NS,False,,9999,20260822
local_moran,Yunyoo_Nasuan,,,-0.0260905723289401,0.3921,0.452004166666667,NS,False,,9999,20260822
local_moran,Zabzugu,,,0.266057133771987,0.1036,0.307002352941177,NS,False,,9999,20260822
