district_id,zone_id,zone_code,zone_name,original_district_area_sq_km,dominant_overlap_area_sq_km,dominant_overlap_share,assignment_method,area_method,area_units,working_crs,share_basis,tie_candidate_count,tie_break_applied,district_intersection_sum_sq_m,district_uncovered_area_sq_m,district_uncovered_frac
Agona_East,forest_zone,FZ,Forest Zone,327.771747618843,327.771747216877,0.999999998773642,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,327771747.618843,1.78813934326172e-07,5.45544073353479e-16
Agona_West_Municipal,forest_zone,FZ,Forest Zone,356.409635682395,356.409635413005,0.999999999244156,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,356409635.682395,0,0
Agotime_Ziope,forest_zone,FZ,Forest Zone,316.322583873336,316.322583182808,0.999999997817012,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,316322583.524568,0.348768830299377,1.10257328461579e-09
Ahafo_Ano_North,forest_zone,FZ,Forest Zone,593.264650555362,593.26464976568,0.999999998668921,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,593264650.555362,4.76837158203125e-07,8.03751172022051e-16
Ahafo_Ano_South_East,forest_zone,FZ,Forest Zone,685.765958055577,685.765957992109,0.99999999990745,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,685765958.055576,4.76837158203125e-07,6.9533512505513e-16
Ahafo_Ano_South_West,forest_zone,FZ,Forest Zone,504.46108978044,504.461089529659,0.999999999502873,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,504461089.78044,0,0
Ahanta_West_Municipal,coastal_zone,CZ,Coastal Zone,554.185442321707,554.185441714114,0.999999998903629,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,554185441.714114,0.607592582702637,1.09637052203534e-09
Ajumako_Enyan_Essiam,coastal_zone,CZ,Coastal Zone,521.929563708394,521.929563088437,0.999999998812183,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,521929563.708394,0,0
Akatsi_North,coastal_zone,CZ,Coastal Zone,314.961052697372,314.961052237716,0.999999998540593,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,314961052.353755,0.343617022037506,1.09098258052772e-09
Akatsi_South,coastal_zone,CZ,Coastal Zone,538.164848936911,538.164848812829,0.999999999769436,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,538164848.93691,2.38418579101562e-07,4.43021463725351e-16
Akwapem_North,forest_zone,FZ,Forest Zone,307.221240164181,307.221239920078,0.999999999205449,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,307221240.164181,0,0
Akwapem_South,forest_zone,FZ,Forest Zone,224.547888446074,224.547888175727,0.999999998796039,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,224547888.446074,2.38418579101562e-07,1.06177163700571e-15
Akyem_Mansa,forest_zone,FZ,Forest Zone,611.955861939164,611.955861939165,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,611955861.939165,0,0
Amansie_Central,forest_zone,FZ,Forest Zone,849.405338068824,849.405338068823,0.999999999999999,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,849405338.068823,7.15255737304688e-07,8.42066449606811e-16
Amansie_South,forest_zone,FZ,Forest Zone,593.11972016913,593.119720169129,0.999999999999999,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,593119720.169129,8.34465026855469e-07,1.40690824883974e-15
Amansie_West,forest_zone,FZ,Forest Zone,637.681288148138,637.681288148137,0.999999999999999,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,637681288.148137,3.57627868652344e-07,5.60825408082641e-16
Anloga,coastal_zone,CZ,Coastal Zone,236.679465227997,236.679464899815,0.99999999861339,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,236679464.899815,0.32818204164505,1.38660969733435e-09
Aowin,forest_zone,FZ,Forest Zone,2607.56919785672,2607.56919616136,0.999999999349829,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,2607569196.26096,1.59576320648193,6.11973483884364e-10
Asante_Akim_Central_Municipal,forest_zone,FZ,Forest Zone,300.301071492781,300.301071492781,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,300301071.492781,0,0
Asante_Akim_North,forest_zone,FZ,Forest Zone,1126.51440752459,1126.5144075246,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1126514407.5246,0,0
Asante_Akim_South,forest_zone,FZ,Forest Zone,1154.04316385807,1154.04316385807,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1154043163.85807,2.38418579101562e-07,2.06594160918997e-16
Asene_Akroso_Manso,forest_zone,FZ,Forest Zone,419.343952701824,419.343952701824,0.999999999999999,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,419343952.701824,2.38418579101562e-07,5.6855137069567e-16
Ashaiman_Municipal,coastal_zone,CZ,Coastal Zone,18.5455534183453,18.5455534183453,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,18545553.4183453,0,0
Asikuma_Odoben_Brakwa,forest_zone,FZ,Forest Zone,773.618353545904,773.618353137414,0.999999999471974,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,773618353.545904,3.57627868652344e-07,4.62279452152531e-16
Asokore_Mampong_Municipal,forest_zone,FZ,Forest Zone,23.7575690128419,23.7575690128419,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,23757569.0128419,0,0
Asokwa_Municipal,forest_zone,FZ,Forest Zone,26.8211346253809,26.8211346253809,0.999999999999999,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,26821134.6253809,2.60770320892334e-08,9.72256858386469e-16
Assin_Fosu,forest_zone,FZ,Forest Zone,279.040838111063,279.040838111063,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,279040838.111063,0,0
Assin_North,forest_zone,FZ,Forest Zone,725.945943705396,725.945943705395,0.999999999999999,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,725945943.705395,7.15255737304688e-07,9.85274101338533e-16
Assin_South,forest_zone,FZ,Forest Zone,1101.05431967123,1101.05431910091,0.999999999482026,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1101054319.67123,2.38418579101562e-07,2.16536618441089e-16
Asunafo_North_Municipal,transition_zone,TZ,Transition Zone,1410.42031427064,1410.42031363888,0.999999999552074,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1410420314.27064,0,0
Asunafo_South,forest_zone,FZ,Forest Zone,922.92678871,922.926787710707,0.999999998917257,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,922926788.71,0,0
Asuogyaman,forest_zone,FZ,Forest Zone,767.795037141856,767.795037141856,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,767795037.141856,1.19209289550781e-07,1.55261865190666e-16
Asutifi_North,transition_zone,TZ,Transition Zone,935.09075603635,935.09075603635,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,935090756.03635,0,0
Asutifi_South,transition_zone,TZ,Transition Zone,597.044847875821,597.044847019116,0.999999998565091,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,597044847.875822,0,0
Atebubu_Amantin,transition_zone,TZ,Transition Zone,2626.20750207822,2626.20750072971,0.999999999486515,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,2626207502.07822,9.5367431640625e-07,3.63137457969932e-16
Atiwa_East,forest_zone,FZ,Forest Zone,580.750482315122,580.750482315122,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,580750482.315122,0,0
Atiwa_West,forest_zone,FZ,Forest Zone,586.492395057329,586.492395057329,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,586492395.057329,0,0
Atwima_Kwanwoma,forest_zone,FZ,Forest Zone,251.497679805576,251.497679805576,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,251497679.805576,0,0
Atwima_Mponua,forest_zone,FZ,Forest Zone,1882.07980174271,1882.07980156863,0.999999999907508,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1882079801.74271,0,0
Atwima_Nwabiagya_North,forest_zone,FZ,Forest Zone,212.602268021899,212.602268021899,0.999999999999999,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,212602268.021899,1.19209289550781e-07,5.60715041565325e-16
Atwima_Nwabiagya_South,forest_zone,FZ,Forest Zone,366.294927394872,366.294927394872,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,366294927.394872,1.78813934326172e-07,4.88169289151546e-16
Awutu_Senya,coastal_zone,CZ,Coastal Zone,245.014581367302,245.014580997296,0.99999999848986,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,245014581.367302,0,0
Awutu_Senya_East,coastal_zone,CZ,Coastal Zone,107.888386960594,107.888386874473,0.999999999201765,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,107888386.874473,0.0861202776432037,7.98234917300777e-10
Ayawaso_Central_Municipal,coastal_zone,CZ,Coastal Zone,1.51955655645947,1.51955655645947,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1519556.55645947,2.3283064365387e-10,1.5322275611535e-16
Ayawaso_East_Municipal,coastal_zone,CZ,Coastal Zone,6.23832926238691,6.2383292623869,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,6238329.2623869,1.86264514923096e-09,2.98580769127001e-16
Ayawaso_North_Municipal,coastal_zone,CZ,Coastal Zone,4.89931335924868,4.89931335924868,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,4899313.35924868,9.31322574615479e-10,1.9009246935744e-16
Ayawaso_West,coastal_zone,CZ,Coastal Zone,32.7814880803128,32.7814880803128,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,32781488.0803128,1.11758708953857e-08,3.40920182390912e-16
Ayensuano,forest_zone,FZ,Forest Zone,500.060959600678,500.060959600678,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,500060959.600678,0,0
Banda,transition_zone,TZ,Transition Zone,2296.25651515478,2296.25651308384,0.999999999098124,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,2296256514.18007,0.974713325500488,4.24479285771253e-10
Bawku_Municipal,sudan_savannah,SS,Sudan Savannah,247.600471956577,247.600471700271,0.999999998964841,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,247600471.700271,0.256305724382401,1.03515846459029e-09
Bawku_West,sudan_savannah,SS,Sudan Savannah,1072.88159458718,1072.88159388052,0.999999999341344,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1072881594.04095,0.54622483253479,5.0911939890717e-10
Bekwai_Municipal,forest_zone,FZ,Forest Zone,535.479827803478,535.479827803478,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,535479827.803478,0,0
Berekum_East_Municipal,transition_zone,TZ,Transition Zone,461.598866868115,461.598866868114,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,461598866.868114,1.78813934326172e-07,3.87379491503955e-16
Berekum_West,transition_zone,TZ,Transition Zone,401.030315358707,401.030315358708,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,401030315.358708,0,0
Bia_East,transition_zone,TZ,Transition Zone,782.640891207692,782.640890561789,0.999999999174713,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,782640890.997735,0.209956645965576,2.68266900342496e-10
Bia_West,forest_zone,FZ,Forest Zone,1285.40088547068,1285.40088447015,0.999999999221623,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1285400885.03339,0.437289476394653,3.40196962159808e-10
Biakoye,forest_zone,FZ,Forest Zone,1108.76592374281,1108.7659223748,0.999999998766187,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1108765923.74281,0,0
Bibiani_Anhwiaso_Bekwai_Municipal,forest_zone,FZ,Forest Zone,833.352232814231,833.35223281423,0.999999999999999,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,833352232.81423,5.96046447753906e-07,7.15239516118001e-16
Binduri,sudan_savannah,SS,Sudan Savannah,392.441230092465,392.441230035198,0.999999999854075,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,392441230.035198,0.0572669506072998,1.45924908536768e-10
Birim_Central_Municipal,forest_zone,FZ,Forest Zone,106.690786600868,106.690786600868,0.999999999999999,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,106690786.600868,5.96046447753906e-08,5.58667216489581e-16
Birim_North,forest_zone,FZ,Forest Zone,567.39037652485,567.39037652485,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,567390376.52485,2.38418579101562e-07,4.20202014284817e-16
Birim_South,forest_zone,FZ,Forest Zone,311.848589156487,311.848589156487,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,311848589.156487,0,0
Bodi,forest_zone,FZ,Forest Zone,661.468114261902,661.468114261902,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,661468114.261902,0,0
Bole,guinea_savannah,GS,Guinea Savannah,6165.53364812618,6165.5336463219,0.999999999707361,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,6165533647.35896,0.767223358154297,1.2443746185498e-10
Bolga_East,sudan_savannah,SS,Sudan Savannah,71.8672768831598,71.8672768831598,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,71867276.8831598,0,0
Bolgatanga_Municipal,sudan_savannah,SS,Sudan Savannah,325.369811219402,325.369811219402,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,325369811.219402,0,0
Bongo,sudan_savannah,SS,Sudan Savannah,415.159341345787,415.159340898389,0.999999998922347,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,415159340.898389,0.447397887706757,1.07765342881715e-09
Bosome_Freho,forest_zone,FZ,Forest Zone,568.81321197173,568.813211971731,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,568813211.971731,0,0
Bosomtwe,forest_zone,FZ,Forest Zone,422.70281224355,422.702812243551,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,422702812.243551,0,0
Builsa_North,sudan_savannah,SS,Sudan Savannah,816.665467892681,816.665467892681,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,816665467.892681,0,0
Builsa_South,sudan_savannah,SS,Sudan Savannah,1241.89225285374,1241.89225215716,0.999999999439097,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1241892252.85375,0,0
Bunkpurugu_Nakpanduri,guinea_savannah,GS,Guinea Savannah,770.937505665448,770.937504788573,0.999999998862586,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,770937504.931955,0.733493208885193,9.514301788341e-10
Cape_Coast_Metropolitan,coastal_zone,CZ,Coastal Zone,122.149985739828,122.149985606068,0.999999998904955,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,122149985.688899,0.0509289056062698,4.16937466654687e-10
Central_Gonja,guinea_savannah,GS,Guinea Savannah,7558.95996516928,7558.95996516928,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,7558959965.16928,0,0
Central_Tongu,coastal_zone,CZ,Coastal Zone,684.237458976872,684.237458033016,0.999999998620572,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,684237458.976871,2.38418579101562e-07,3.48444207451117e-16
Chereponi,guinea_savannah,GS,Guinea Savannah,1378.25070289106,1378.25070164054,0.999999999092672,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1378250701.64054,1.25052571296692,9.07328188074765e-10
Daffiama_Bussie_Issa,guinea_savannah,GS,Guinea Savannah,1454.9122527992,1454.912252298,0.999999999655516,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1454912252.7992,4.76837158203125e-07,3.27742898092794e-16
Denkyembour,forest_zone,FZ,Forest Zone,436.869781344065,436.869781344066,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,436869781.344066,0,0
Dormaa_East,transition_zone,TZ,Transition Zone,569.701783487832,569.701783487832,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,569701783.487832,1.19209289550781e-07,2.09248580583612e-16
Dormaa_Municipal,transition_zone,TZ,Transition Zone,1208.33463070109,1208.33463017815,0.999999999567215,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1208334630.17815,0.522949457168579,4.32785292982256e-10
Dormaa_West,transition_zone,TZ,Transition Zone,380.010602872946,380.01060268972,0.999999999517841,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,380010602.68972,0.183225452899933,4.82158791135607e-10
East_Gonja_Municipal,guinea_savannah,GS,Guinea Savannah,2255.23427243002,2255.23427195231,0.999999999788175,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,2255234272.43002,0,0
East_Mamprusi,guinea_savannah,GS,Guinea Savannah,1709.66761727168,1709.66761659646,0.999999999605058,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1709667617.27168,0,0
Effia_Kwesimintsim_Municipal,coastal_zone,CZ,Coastal Zone,104.827869715876,104.827869715876,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,104827869.715876,0,0
Effutu_Municipal,coastal_zone,CZ,Coastal Zone,85.4514898248217,85.4514897084631,0.999999998638308,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,85451489.7084631,0.116358578205109,1.36169162695288e-09
Ejisu_Municipal,forest_zone,FZ,Forest Zone,411.460332958665,411.460332958665,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,411460332.958665,0,0
Ejura_Sekyedumase,transition_zone,TZ,Transition Zone,1340.62810781334,1340.62810684336,0.999999999276472,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1340628107.81334,7.15255737304688e-07,5.33522856291084e-16
Ekumfi,coastal_zone,CZ,Coastal Zone,276.798096533551,276.798096297333,0.999999999146604,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,276798096.297333,0.236218452453613,8.53396231447642e-10
Ellembelle,coastal_zone,CZ,Coastal Zone,995.067637561732,995.067636802452,0.999999999236956,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,995067637.134519,0.427212953567505,4.29330567532402e-10
Fanteakwa_North,forest_zone,FZ,Forest Zone,838.074955409778,838.074955409778,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,838074955.409778,2.38418579101562e-07,2.84483598468812e-16
Fanteakwa_South,forest_zone,FZ,Forest Zone,262.641282996654,262.641282996654,0.999999999999999,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,262641282.996654,2.08616256713867e-07,7.94301087527527e-16
Ga_Central_Municipal,coastal_zone,CZ,Coastal Zone,49.1362163003804,49.1362163003804,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,49136216.3003804,0,0
Ga_East,coastal_zone,CZ,Coastal Zone,85.9943429316263,85.9943427654783,0.99999999806792,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,85994342.9316262,7.45058059692383e-08,8.66403572947555e-16
Ga_North_Municipal,coastal_zone,CZ,Coastal Zone,124.851006901317,124.851006689987,0.999999998307347,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,124851006.901317,1.49011611938477e-08,1.19351550008929e-16
Ga_South_Municipal,coastal_zone,CZ,Coastal Zone,178.333004288558,178.333004284669,0.999999999978191,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,178333004.288558,5.96046447753906e-08,3.34232269641715e-16
Ga_West_Municipal,coastal_zone,CZ,Coastal Zone,175.202614782585,175.202614543689,0.999999998636461,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,175202614.782584,1.19209289550781e-07,6.80408164562569e-16
Garu,sudan_savannah,SS,Sudan Savannah,676.653317683582,676.653317191395,0.999999999272616,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,676653317.538654,0.144927978515625,2.14183503912703e-10
Gomoa_Central,coastal_zone,CZ,Coastal Zone,121.47968301323,121.479682887803,0.999999998967507,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,121479682.887803,0.125426903367043,1.03249284370772e-09
Gomoa_East,coastal_zone,CZ,Coastal Zone,540.583146767348,540.583146368248,0.999999999261723,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,540583146.68847,0.0788776874542236,1.45912220767345e-10
Gomoa_West,coastal_zone,CZ,Coastal Zone,337.338103586472,337.338103378338,0.999999999383009,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,337338103.497712,0.0887606143951416,2.6312063016738e-10
Gushegu,guinea_savannah,GS,Guinea Savannah,2678.45448231778,2678.45448231778,1,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,2678454482.31778,0,0
Ho_Municipal,forest_zone,FZ,Forest Zone,575.298694285391,575.298693862184,0.999999999264371,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,575298693.862184,0.423206686973572,7.35629493300448e-10
Ho_West,forest_zone,FZ,Forest Zone,1005.10244216326,1005.1024419715,0.999999999809215,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1005102442.00835,0.154915690422058,1.54129254813705e-10
Hohoe_Municipal,forest_zone,FZ,Forest Zone,685.976090407557,685.976090053505,0.999999999483871,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,685976090.053505,0.354052305221558,5.16129221080002e-10
Jaman_North,transition_zone,TZ,Transition Zone,1029.5433374525,1029.54333693811,0.999999999500366,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1029543336.93811,0.514394402503967,4.99633559648671e-10
Jaman_South_Municipal,transition_zone,TZ,Transition Zone,754.312029683918,754.312029368603,0.999999999581982,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,754312029.368603,0.3153156042099,4.18017467309951e-10
Jasikan,forest_zone,FZ,Forest Zone,557.417485375798,557.417484679755,0.999999998751307,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,557417484.789292,0.586506009101868,1.05218444790346e-09
Jirapa,guinea_savannah,GS,Guinea Savannah,1187.32604822157,1187.32604705053,0.99999999901371,max_intersection_share,projected,sq_m,EPSG:32630,intersection_over_district_area,1,False,1187326048.15554,0.0660340785980225,5.56157920538601e-11
